uid,time,text,keywords,sentiment_gpt
民主進步黨_范雲,2023-01-13 12:16:18,"▍協助經濟弱勢的剛就業年輕人降低學貸壓力

昨天早上，我參加 鍾佳濱委員舉辦的記者會，我在會上提到：

為什麼會有青年需要背學貸？這背後反應的，其實是國家「高教資源」分配不足的問題。

臺灣的高等教育現場，面臨三大困境：

⚠️資源不足
⚠️資源不均
⚠️階層化問題
（家庭高社經地位容易獲得較好的教育資源、反之則相反）

教育，對一個國家很重要；而高等教育，更是對下一代人才的培育。

但是，臺灣投注在高等教育的經費比例，跟國際相比，非常低！

高等教育經費占GDP比率，臺灣是1.4%，美國🇺🇸是幾乎兩倍的2.6％。

而使用在一位學生身上的教育經費，臺灣13988美元，只有日本🇯🇵的 68%、美國🇺🇸的 41%。

（臺灣也低於OECD會員國平均的18373美元，更在英、美、日、荷蘭、芬蘭、紐澳八個國家中敬陪末座。）

這背後反映的，是：政府對高等教育「挹注資源不足」。

長期而言，對臺灣的教育品質與人才培育，都是問題。

除此之外，大學現場面臨的困境還有：

😲家庭經濟狀況佳的學生，容易進入學費低廉、財源和資源豐沛的公立大學。

😲家庭經濟狀況不佳的學生，更容易進入學費高昂、但資源相對缺乏的私立大學。

除了高教資源本身就稀缺，還有「公私校資源分配不均」的問題。

導致現在每位公立學校學生可獲得的國家資源，是私立學校學生的三倍。

這些學生獲得的教育資源較少，卻需要支付比公校高出許多的學雜費。

許多學生確實是不得不申請學貸，才能完成高教學業！對教育的宗旨來說，相當不合理。

最近因為普發現金的政策，大家也開始關注政府資源到底還有哪些非常需要挹注的地方。

我支持政府應該拿出更多資源，挹注給高等教育中的經濟弱勢青年。

例如：協助經濟弱勢的剛畢業低薪青年，降低學貸壓力，是值得研議的方向。

只有提供年輕人良好、可負擔的教育環境，才能厚植國家的軟實力！

感謝鍾佳濱委員召開記者會，很開心有好同事 吳思瑤、 賴品妤、 何欣純、 立法委員賴惠員 一起聲援，我們會在立院持續監督！

#持續監督
#提出解方",['普發現金'],POSITIVE
台灣民眾黨_張其祿,2023-01-13 15:46:06,"加速 #還稅於民，仍要 #確保全民福祉！

昨日(1月12日)在民意對於超徵預算數稅收應用方式有疑慮的壓力下，行政院終於透過國家發展委員會，趕工提出 #疫後強化經濟與社會韌性及全民共享經濟成果特別條例 草案，直接就把蔡英文總統的「疫後強化經濟與社會韌性及全民共享經濟成果」20字「意志」直接放進條例名稱中，試圖在農曆過年前加緊送立法院通過，達到之前行政院蘇貞昌院長宣稱「普發現金」之目的；所以今日立法院朝野協商也決議延會至1月19號，加速相關審議作業。

我在立場上當然是 #支持政府將經濟成果與全民共享、善用資源補強我國在民生、經濟、基礎建設上不足及韌性，但細看這次國發會所謂「疫後強化經濟與社會韌性及全民共享經濟成果特別條例」草案，此次定義為 #特別預算。從預算法來第83條規定，行政院得於年度總預算外，提出特別預算為以下四種狀況：一、國防緊急設施或戰爭；二、國家經濟重大變故；三、重大災變；四、不定期或數年一次之重大政事。因此，當前狀況僅為「稅收超徵」並非「戰爭緊急」或是「重大災變」等特殊狀況下，是否編列特別預算理由不夠充分？且以「特別預算」之編列方式，恐又容易淪落到 #預算難以監督執行績效 的 #財政紀律低落 窘境。

像是規劃中分配的問題，依此次條例草案，本次特別預算分為三大主軸，包含 #挹注勞健保及台電 1000億元、#加強經濟及社會韌性 1000億元及 #普發現金及預留財源 1800億元共三部分，其分配這三種額度的原因為何？政府就未說明其考量及依據。前財政部長蘇建榮卸任後就誠實地表示「超徵的錢應該用來還債」，但這次規劃中當中未有分文錢規劃拿來償還蔡英文總統任內恐超過1.9兆的國債。並且本次特別條例不是只有發現金，還包含強化經濟與社會韌性，是否再淪為「紓困6.0」，又或加強經濟及社會韌性部分規劃構想只會是下一個前瞻計畫更改名目？這些都需在立法院審議時進一步的討論。

而此規劃當中「挹注勞健保及台電」1000億元，「撥補勞健保財務缺口」是重要工作確實應該優先處理，但協助台電部分，之前就已經編列了公務預算1500億元處理虧損、強化財務體制及提升電網韌性，若這次再挹注台電經費就會有重複編列補貼之疑義，同時也有特別補貼到產業用電大戶、資方，導致社會資源不公平分配問題，這些政府都要明確清楚地提出說明。其次，再看「加強經濟及社會韌性」1000億元，當中「加碼減輕住行負擔」，是否再以「租金補貼」、「房貸補貼」等 #大撒幣補貼政策？若是繼續濫用補貼政策，將還是難以處理「減輕居住負擔」及「提高居住品質」問題，甚至還可能墊高房價或房租。國民「住的困境」其根源仍是該朝向健全房價及租屋市場及提高公宅完工量處理，而非單純的補貼。而「減輕居住負擔及提高居住品質」中，包含減輕中低收入者因近期升息政策所增加之利息負擔，問題是中低收入戶絕大多數「買不起房子」，因此這樣3800億分配的規劃，到底能否「全民共享」就成為一大問號。

再提到加強經濟及社會韌性部分，我國近期在中國禁輸入農漁產品的打壓下，農漁產品出口量皆受到嚴重衝擊，到底要如何照顧農漁民權益、拓產外銷等等，不能再次只是空白授權。除此之外，我國面臨全球淨零碳排產業轉型壓力，當前國發會的規劃僅表明「推動產業及中小企業」朝向低碳化、智慧化、模組化，對於該做的基礎前置作業如「加速進行碳盤查」、「能源結構加速轉型」卻不願清楚面對，我國真正達成「2050淨零碳排」目標仍落於牛步。

總結來說，當前國發會提出的「疫後強化經濟與社會韌性及全民共享經濟成果特別條例」草案確實過於粗糙，以法條第三條全民共享經濟成果之項目，定義仍不明確，有些沒有具體執行方式，易流於空白授權。再者，此條例規劃大方向，民眾黨雖支持，但必需要有詳細方案去說明補助資格及對象。執行內容仍須主管機關提出具體作法向社會大眾溝通。最後，民眾黨委員們基於立法委員及在野黨監督責任也將儘速認真審查；藍綠兩大黨不該為發現金、特別條例的攻防，造成條例粗糙通過，最後錢若沒用刀口上，全民福祉就可能受損。","['普發現金', '普發+紓困']",NEUTRAL
民主進步黨_林靜儀,2023-01-13 19:00:25,"本來預計要在立院表決預算案的，結果朝野黨團協商決定延長會議到1/19，處理預算和「疫後振興特別條例」。

大家不知是否記得，「前瞻基礎建設」8年8千多億，條例與預算在立法院經歷好幾個月才審完；這次「疫後振興特別條例」要審查3800億包括補充勞健保的1千億、扶助弱勢和支援中小企業的1千億，和普發現金的1500億，是否立院都不排審直接通過？我還是認為大家要深思。

第六會期立院總共三讀了45個法案，其中延會期間有20個，很高興能夠參與這許多重要法案的協商與審查。

今天不用按表決器，地方跑行程去🏃‍♀️🏃‍♀️🏃‍♀️🏃‍♀️",['普發現金'],NEUTRAL
台灣民眾黨_邱臣遠,2023-01-13 19:03:11,"▌普發現金打假球，應速審總預算，嚴審特別條例！

由於藍綠兩黨各有盤算，執政黨普發現金沒有誠意，想拖延到新任閣揆上台再處理；而國民黨假動作主張要先審普發現金特別條例，再審查總預算，在藍綠僵持下，今天院會停擺一天。

為此，朝野一早就展開協商，然而由於普發現金卡在特別條例尚未通過，特別預算也尚未編列，過年前完全沒有發放可能，因此藍綠兩黨都是在打假球，最後經過一番唇搶舌戰，最後達成的共識是延會到下周四(19日)，下周議程只處理普發現金特別條例、總預算及公務人員任用法修正草案。

由於民眾普遍期待過年前可以發放現金，但是由於這次行政院所提出來的草案包山包海，並未將超徵的經濟果實進行合理分配，也未優先用於償還公共債務，尤其經濟部已經補貼台電1,500億元，為何還要用特別預算補貼？又如何與勞健保虧損搶奪1,000億資源？另外提升經濟及社會韌性1,000億元根本不清不楚，甚至要求空白授權。可以看出執政黨想霸特別條例拖延到過年後再處理的企圖，目前只想快速完成總預算審查，讓內閣順利改組。

我呼籲藍綠兩黨別打假球，做過多的政治盤算，應先通過總預算案，而特別條例更應嚴格審查，建立「優先還債」，以及「合理公平的社會分配」兩大原則。現在內閣即將改組，有非常多細節要報告，不應透過最後壓線式、包裹式的送案，把鍋甩給立法院，讓在野黨背書做橡皮圖章。",['普發現金'],NEGATIVE
中國國民黨_張育美,2023-01-13 20:07:00,"【經濟果實 全民共享】
應增加醫療投資
提升醫療照護韌性

今（13）日立法院協商決定再延長開會至下週四，藉以儘速討論稅收超徵全民共享法案，加速強化經濟與社會韌性，及落實普發現金美意。

然而，針對行政院昨（12）日提出的 「疫後強化經濟與社會韌性及全民共享經濟成果特別條例」，不僅適用項目空洞不明，「強化經濟及社會韌性有關事項」的定義與執行方式，皆如同空白授權、大開行政後門，所載立法說明中更絲毫不見對醫療產業的關懷，及推動醫療轉型的用心。

我強調，全民共享經濟果實絕對為朝野共識，但醫療產業於疫情期間受到的傷害，後疫情時代的轉型需求，中長期醫療網絡的擘劃，都需要經費的挹注，方能建立敏捷韌性的醫療照護體系。我再次具體呼籲，切勿遺忘醫界防疫貢獻，應以預算提高醫療服務價值，並加發醫療人員與機構獎勵。

#稅收超徵 #全民共享經濟果實 #醫療產業 #後疫情時代 #醫界防疫貢獻 #醫療服務 #張育美",['普發現金'],POSITIVE
台灣民眾黨_邱臣遠,2023-01-16 10:14:49,"行政院上周四提出「疫後強化經濟與社會韌性及全民共享經濟成果特別條例」，除了普發現金以外，內容包山包海，充滿空白授權，恐怕會淪為「買票特別條例」。因此，臣遠今天和張其祿委員召開記者會，呼籲各黨務必嚴審，避免債留子孫！

首先，政府始終說不清超徵了多少，財政部的預估從4,500億變成4,950億。看到這個數字，執政黨一心想著發錢，當作敗選後的止痛特效藥，但在野黨更關注這個特別條例，會不會又製造行政機關的濫權？此外，經濟成果全民共享，應以結餘數而非超收數為準，若7月審計部決算後發現結餘數不如預期，恐怕變成「舉債發現金」的最糟情況，違反財政紀律。

此值新舊內閣改組之際，本應是蘇貞昌院長的看守期，卻是動作頻頻，除了普發現金外，還核定高鐵延伸屏東的路線修改、拍板捷運汐東線。這是否為蘇院長「撒幣救官位」的最後一搏，透過討好地方民代力保閣揆之位？我要呼籲蘇院長循2018年賴清德模式，別再戀棧，總預算三讀後應立即總辭。

最後，針對本次特別條例草案內容，我要提出4項主張：

一、刪除行政院草案第三條第九款「其他經行政院核可之強化經濟及社會韌性有關事項」空白授權條款，以符合授權明確性原則。

二、特別預算施行期應於2024年6月30日屆滿，不應拖延到2025年底成為長期空白授權支票。

三、刪除預算經費來源以「舉借債務支應」法源依據，面對國債債台高築，不應借錢發現金，再增加國債，債留子孫。

四、確保下一代「領得到年金、健康有保障」，本次撥補勞健保基金不得少於570億。",['普發現金'],NEGATIVE
時代力量_邱顯智,2023-01-16 11:04:01,"發現金特別條例該怎麼審？
　
1. #行政院版特別條例包山包海，#應交付委員會審查
　
行政院版特別條例第三條羅列的項目包含：挹注勞健保台電、減輕居住負擔、強照顧弱勢族群及提供關懷服務、擴大公共運輸補貼、推動中小企業轉型、加速擴大吸引國際觀光客、照顧農漁民、普發現金，甚至還有一款「其他經行政院核可之強化經濟及社會韌性有關事項」的空白授權。

這些項目包山包海，除了挹注勞健保台電、普發現金外，還包含居住、交通、社福、觀光、產業等項目以及空白授權條款，交付委員會實質審查，而非逕付二讀，是立法院為人民負責、為人民把關應該做到的事情。

2. 逕付二讀就能快點發現金嗎？請民進黨不要欺騙人民！
　
上週協商總預算時，民進黨透過側翼網軍，不斷散播「總預算快點審完，農曆新年前就能發現金」的謠言，實際上民進黨的主翼，從行政院到立法院黨團都再三強調，就算特別條例在農曆年前通過，發現金的行政作業程序至少要一個月。
　
就算用一天的時間逕付二讀，行政院接著在週四送來預算案，仍然要到2月才能進行預算審議的程序，屆時行政院長要到立法院備詢，朝野各黨也會針對預算提案、協商、處理，根本不可能在短短幾天之內完成立法、預算審查的程序。

所以，時力黨團呼籲朝野各黨，不要用「逕付二讀」當煙幕彈，欺騙人民這樣就能比較快拿到錢，護航特別條例的草率審查。相反的，交付委員會好好審查，只要在委員會能取得共識，不需經過協商，一樣能儘快完成特別條例的立法！

3. 發現金要優先照顧普羅大眾

至於全國民眾最關心的發現金，時力黨團一貫的力場仍然是，優先照顧青年、弱勢、普羅大眾，#把錢用在最需要的人身上。
　
台灣有大約一半的家戶，由於所得未達標準或經過扣除撫養負擔後免繳所得稅，與其普發現金，倒不如把資源集中在最需要的人身上，#讓有需要的人領更多，照顧最需要照顧的國人同胞！",['普發現金'],NEUTRAL
中國國民黨_洪孟楷,2023-01-16 11:04:25,"農曆年前，除舊布新！內閣改組，還在算計？

今天是立法院本會期最後一次的《國是論壇》，孟楷由衷祝福所有國人都能過個好年，祝福中華民國風調雨順、國泰民安！

國民黨主張加開四天臨時會來處理普發現金六千特別條例草案，彌補蔡政府過去一個多月還稅於民發現金緩慢的腳步；一個多月前國民黨提出既然超徵稅金就該還稅於民，蔡政府先是反對說要去還債，又說不要發現金要發券，到最後從善如流發現金，真的是早知如此何必當初！

成功的人找方法、失敗的人找藉口；過年前發放現金以台灣的科技實力及金融體系的完整絕對能做到，就是態度問題、要不要做而已；再次呼籲民進黨政府傾聽人民的聲音，苦民所苦，民眾要的很簡單，就是希望能過個好年而已。

農曆年前除舊佈新，但國人要問蔡政府的內閣改組還在算計嗎？蘇內閣要不要總辭，霧裡看花，不但部分特定人士持續在媒體放話，還自比明末袁崇煥，難道暗指蔡總統是崇禎嗎？真的不要跟國人距離太遠！

內閣絕對有更換的必要性，尤其要以專業為考量；若提出的名單非專業而是為了卸任縣市長找位置、找官位。國人無法接受！再次要求內閣改組趕快進行並以專業為考量，以實際行動回應國人期待。","['普發現金', '普發+六千']",NEUTRAL
時代力量_王婉諭,2023-01-16 13:07:58,"受到社會矚目的「稅收超徵全民共享條例」將會在明、後兩天，在立法院內實質審議。
　
面對這次超徵的議題，我們看到的是有心人士刻意將「超徵」操作為「超收」，想要帶風向、製造誤解、激起民怨，塑造出不得不普發現金的假象——這件事絕對應該要予以譴責。
　
我認為政府理應在此時負起澄清的責任，說明歲入短編的理由，而不是為了平息民怨、順應民意，就拋出了「疫後強化經濟與社會韌性及全民共享經濟成果特別條例」，國民黨團還打蛇隨棍上擬定了「稅收超徵全民共享發放特別條例」，甚至放風聲說要在年前發放大紅包。
　
這完完全全就是錯誤的施政方向，也是在向民眾傳遞錯誤訊息。
　
就算立法院用最快的速度、趕在農曆年前通過特別條例，發現金的行政作業程序都至少要一個月，不可能在年前把錢發到各位手上。
　
更何況，這次的「共享條例」不僅涉及高額的預算，項目更是包山包海，還包括「其他經行政院核可之強化經濟及社會韌性有關事項」的空白授權。未來兩天委員會實質審理時，我也會實踐立委的職責，嚴格審查與把關。
　
在這次審查過程中，時代力量黨團將極力爭取兩大重點：
　
一、特別預算之編列，絕對不得舉債來發現金。
二、比起無條件普發現金，更應用於強化經濟與社會韌性，如興建社會住宅、保障弱勢生存等，才是真正讓台灣社會合理共享經濟成果。
　
在立法院這幾年來，我推動社會安全網、提高公托數量、罕病藥物等等議題時，常常聽到行政機關表示他們也認同這是必須要做的事情，但經費不夠，心有餘而力不足。
　
在國家財政相對有餘裕的時候，更應優先照顧到最弱勢、最沒聲音、最常被犧牲的弱勢族群。健保資源長期匱乏，醫療分配嚴重失衡，許多罕病病友因藥價高昂而無法得到妥善的醫療照顧，在此刻，也更需要政府資源的挹注及正視。
　
最後我也要向立院同事們喊話，立法院不該做橡皮圖章，讓我們一起嚴格審查特別條例，為每一分納稅錢把關，完成這個會期結束前最基本、最重要的任務。",['普發現金'],POSITIVE
民主進步黨_柯建銘,2023-01-16 13:17:46,"【在千辛萬苦中 朝野各黨團終於達成共識 特別條例付委審查與總預算三讀 為本會期畫下完美句點】
   
在千辛萬苦之中，幾經衝突波折，今日中午，朝野各黨終於達成共識，共同在黨團協商結論上簽名，將包括行政院版與國民黨版的「普發現金特別條例」交付委員會，並於一月十七日、十八日，加開委員會審查，而一月十九日，本會期的最後一日，將112年度中央政府總預算三讀通過，為本會期畫下一個完美的句點。
  
在此，謹代表 民進黨立法院黨團，感謝國民黨、時代力量、台灣民眾黨各在野黨的支持，雖然我們彼此有很多分歧，衝突也在所難免，但終究還是可以達成共識的。
   
最後，在這邊先跟全台灣人民拜個早年，祝大家新年愉快，萬事如意，願新的一年，台灣可以鴻「兔」大展！
  
羅致政粉絲團
郭國文",['普發現金'],POSITIVE
台灣民眾黨_張其祿,2023-01-16 16:30:02,"全民共享不應 #空白授權 行政機關，
加速 #嚴審特別條例 有其必要！

近日在民意質疑超徵預算數稅收應用方式的龐大壓力下，行政院經過數度髮夾彎、拔草測風向的決策過程後，終於在1月12日趕工提出「疫後強化經濟與社會韌性及全民共享經濟成果特別條例」草案，試圖在農曆年前交付立法院背書通過，試圖實現行政院蘇貞昌院長草率的承諾，貫徹蔡英文總統的意志。我們雖然支持政府經濟成果與全民共享，但對於執政黨「與民共享方案」及以「稅收超徵」作為編列特別預算的理由、各項目額度分配方式，仍存在很大疑慮！

因此今日我與 邱臣遠 總召共同召開 台灣民眾黨 黨團記者會，要求政府應說明其考量以及依據；本黨各委員也會秉持「嚴審特別條例」之堅持，加速嚴審普發現金相關條例之外，也要求政府莫讓「還稅於民」美意淪為預算難以監督泥沼及財政紀律低落窘境。

我在記者會中坦言，監察院2020年新聞稿就指出，我國特別預算之編列有常態化的現象，中央政府恐有將部分支出隱藏於「前瞻計畫特別預算」，造成總預算財政收支平衡之假象。監察院計算1998～2019年間，一共辦理27次特別預算，其中就有11次屬 #不定期或數年一次之重大政事，代表政府平均每年辦理 #超過1次特別預算，而且每2年辦理1次「不定期或數年一次之重大政事」特別預算；我國特別預算之編列確有常態化的現象，更因為沒有嚴格限制特別預算編列要件，讓特別預算編列浮濫、破壞正常預算體制。

審計部2021年前瞻基礎建設計畫第2期特別決算審核報告，針對前瞻2期預算執行總體意見也指出國發會對於應該提送立法院的 #總績效檢討報告 內容不完整、各種資訊揭露內容期程不一致、未揭露帶動經濟成長具體成效…等等問題 ，顯現出行政機關將特別預算常態化後，國會難以具體監督的情況。監察院與審計部都很明確地告訴我們，這十幾、二十年來政府在編列特別預算已經造成很大的財政紀律與迴避國會監督問題。

就算我們認同加速還稅於民，但是仍有義務要確保全民福祉。藍綠兩黨都把超徵還稅於民的議題完全政治化，作為攻防手段。民眾黨立法院黨團則是主張要嚴審行政院草案內容，盡我們所能為人民把關、杜絕行政機關拿著空白授權繼續濫用補貼政策。更重要的，#舉債發現金、#債留子孫 是我們絕對不願意見到的情形，因此我們也提出刪除預算經費來源於「舉借債務支應」法源依據的訴求，避免這次政府舉債大撒幣的可能性。",['普發現金'],NEUTRAL
中國國民黨_林思銘,2023-01-16 16:59:36,"#莫拿3800億大撒幣 #綁架年前發現金

民進黨執政八年，稅收超收六年，總計超過1兆元的規模，但是這些超徵稅收到底用在哪裡？蔡政府到現在還是說不清楚、講不明白。

今天立院國民黨團召開「莫拿3800億大撒幣 綁架年前發現金」記者會，我特別指出，在院版發現金特別條例第三條中，除了第一項挹注勞健保跟台電虧損外，其他項目本來就該在每年公務預算中編列執行政策，結果行政院卻放在發現金特別條例，美其名是全民共享經濟成果，其實根本就是邏輯不通。

蔡政府利用此次特別條例匡列了房價高居不下、觀光產業振興、交通改善等問題，在在突顯出民進黨政府的執政是多麼無能。特別預算應該專注在超徵稅收、還稅於民上，因為「取之於民，就該用之於民」！所以國民黨版的提案才會主張簡單、明瞭、不複雜，合情、合理、又合法的全民普發現金，讓國人能過得好年，又能達到振興經濟、刺激消費動能的目的。

-----------

📰相關報導：
國民黨：政院版特別預算1000億加強經濟韌性疑空白授權
https://reurl.cc/VRdm3Z

轟民進黨綁架年前發現金 國民黨：不應拿3800億大撒幣
https://reurl.cc/4X0NXV","['普發現金', '全民普發']",NEGATIVE
民主進步黨_林俊憲,2023-01-16 20:43:27,"喊急的是你，拖延的也是你，國民黨比皇帝還難伺候啊！

立法院今天協商普發現金條例的處理方式，最後因為沒有共識無法逕付二讀，會在今明兩天的委員會審查。朝野之間意見不同很正常，但國民黨還跳出來罵就很奇怪了，一下喊反對逕付二讀一下又嫌太慢，簡直比皇帝還難伺候！

政院版的條例，為了一次性通盤規劃超徵的這3800億元，因此加入應對通膨和勞健保補貼各1000億的法源，既然是同樣的財源、同樣的名目，當然是同一個特別條例一起處理最合理。國民黨就以此為理由拒絕同意逕付二讀，然後再反過來指責民進黨不願儘速通過，這不是莫名奇妙嗎？

國家財政規劃不是自助餐，不是這個不喜歡就可以不夾、那個喜歡就多夾點，有不同意見就來審查，這本來就是立法院的責任，可是藉此來攻擊政府故意拖延，完全就是胡扯。如果不趕快審查剩下兩項千億的預算，照過去經驗至少又是兩個月後的事了。

現在既然要審查了，我很期待明後天的聯席委員會，各位國民黨的委員能夠提出什麼「高見」，對預算執行內容提供具體要求，如果什麼意見都拿不出來又刻意要擋，那就證明今天的記者會根本是一場鬧劇，為反對而反對罷了。",['普發現金'],NEGATIVE
時代力量_陳椒華,2023-01-16 20:51:23,"【「共享法案」問題多！共享的是利益還是禍害？】

今天，我參與了「稅收超徵全民共享法案」的黨團協商，這次的法案包藏了許多問題，請容我一一解釋：

🟠特別預算什麼都包，一點都不特別！
先前蘇院長說要以特別條例來使用超徵的3800億稅收時，我就第一時間在臉書質疑，原因在於特別條例中 #有許多事項根本是該用一般總預算編列的。這次政院版草案一出來，第三條中羅列了➡️擴大公共運輸補貼，減輕通勤族群交通負擔、➡️推動產業及中小企業升級轉型、➡️加速擴大吸引國際觀光客⋯⋯等等，這些事項，有哪項不是政府平常該做的？

其中「擴大公共運輸補貼」一項，不難讓人聯想到當時選舉時由陳時中、林佳龍、蔡適應和鄭運鵬聯合提出、民進黨大力喊著要推行的 #北北基桃月票政策。雖然選舉結束了、四位候選人也皆被選民否決了，但月票政策卻借屍還魂，偷偷藏到特別預算之中。先不提這項政策的預期成效，國家本就有許多重要的政策該做，就是因為資源有限，才要編列預算與優先順序。有利於執政黨 #靠花錢就能拉攏特定族群 的政策，就用特別預算⚠️偷偷插隊，這樣真的合理嗎？

🟠不應舉債發現金，條文竟寫「不受公共債務法第五條第七項限制」？
公共債務法第五條第七項指出，「中央總預算及特別預算每年度舉債額度，不得超過其總預算及特別預算歲出總額之百分之十五。 」如果共享法案將列入不受公共債務法第五條第七項限制的規定，那我實在相當擔心⚠️這次的特別預算的支出可能➡️要舉債、➡️且舉債額度超過歲出總額15%。

🟠行政院自己幫自己開後門？公然空白授權！
行政院提出的草案中，第三條列出3800億可以運用的項目，但仔細一看，第九項的內容竟然是「其他經行政院核可之強化經濟及社會韌性有關事項」，我請問行政院，這項條文不是➡️有說的於沒說嗎？法律的文意和所指都應具備 #法律明確性，但行政院公然寫出一條空白授權的條文，到底是草率、還是故意開後門呢？答案可想而知！要是法案過了，行政機關要用錢就只要「經自己核可」，非常方便❗️若再搭配上舉債不受特別預算歲出總額15%上限限制的規定，那用國家的錢，還真是 #非常彈性❗️

另外，稅收超徵全民共享法案還寫道✅普發現金相關業務「得不適用政府採購法招標、決標之規定。」、✅不受《預算法》第二十三條規定，則是指國家用來做投資的財源（如公債）等財源，因排除適用《預算法》第二十三條規定，而可以被挪用到其他預算的使用上。簡單的說，這次的特別預算從訂定方式到細節，都呈現 #政府貪方便、好從 #後花園小金庫拿錢做事 的態度❗️

關於稅收超徵全民共享法案，我主張特別預算不應被濫用、更不應 #舉債 來用，即便要發現金，也應排富、優先發給弱勢及中低收入戶。我在此呼籲作為國會多數的執政黨，1️⃣要審慎評估濫用特別預算對財政紀律帶來的傷害，2️⃣勿趕鴨子上架，要審慎審查不合理的條文。若為了發現金而舉債，我必定嚴加譴責。嚴守財政紀律，才有辦法真正給台灣人民和後代子孫好的生活。

#時代力量
#陳椒華",['普發現金'],NEGATIVE
中國國民黨_洪孟楷,2023-01-17 10:34:24,"要求立法院授權行政院發3800億，民進黨真通過此提案，就是完全自我矮化。

還稅於民拖到農曆年前才送出行政院，造成農曆年前來不及發放現金給全民，這已經完全無法苦民所苦，送來的條例更是荒唐，高達3800億元，只有區區六頁，平均一頁600億元。其中更直接要求立法院「授權」行政院做後續預算的使用，如果民進黨要護航這樣的條例，無疑就是自我矮化，立法院在民進黨佔多數下也真的可以關門算了。

3800億的使用，其中1800億是全民普發現金還稅於民，但佔比更高的2000億大有問題，除了1000億用於補貼勞健保及台電虧損外，剩下1000億用在「強化經濟及社會韌性」，又是一個民進黨主政下的文青名詞，但內容是什麼完全沒寫，看起來什麼都可以與「經濟、社會」沾上邊，買武器算不算強化韌性？開發麵線點餐系統算不算？什麼都能解釋的同時，就是毫無限制，就是空白支票亂開！

而此條例年限會到2025年的12月底，蔡英文總統之前不是曾受訪講過他的任期直到2024？憑什麼現在通過的超出本屆時間，現任政府決定下任政府的預算使用，這樣真的可以嗎？

過年前沒辦法還稅於民，真的就是跟人民的生活太過遙遠，就問所有的官員，認識的親戚朋友裡沒有年終的？正在失業的？受疫情影響的？要借錢過年的？明明有錢卻無法年前發，又意圖拿普發現金來偷渡條例，想要空白授權，是不尊重民意代表，更是不尊重台灣2350萬所有民眾。","['普發現金', '全民普發']",NEGATIVE
中國國民黨_翁重鈞,2023-01-17 11:22:44,支持普發現金，但反對違法行政擴權，選舉年利用特別預算綁樁,['普發現金'],NEUTRAL
中國國民黨_楊瓊瓔,2023-01-17 11:34:13,"#發現金好過年

瓊瓔今天主持經濟委員會等五個委員會聯席會議，審查有關普發現金的特別條例，然而行政院的版本，除了普發現金的1400億元以外，另外2400億元都是給行政院空白授權。

顯然政府以全民共享經濟成果之名，行政策買票、舉債大撒幣之實，瓊瓔會在立法院持續為大家把關荷包，要求政府提高普發現金額度，才是真正的「還稅於民」！",['普發現金'],POSITIVE
民主進步黨_陳靜敏,2023-01-17 16:40:25,"不知道老天是否有聽到我休息太久，迫不及待想要多上點班的心聲。原本一月就是立院休會的時間，一來報到就聽說延到1/13，後又因全民普發現金案又再繼續延長追加到1/19。
  
經過上週朝野黨團同意後，本週許多立院同仁開始加班，主要在處理行政院所提的「疫後強化經濟與社會韌性及全民共享經濟成果特別條例草案」與國民黨團所提的「稅收超徵全民共享發放特別條例草案」，以及一一二年度中央政府總預算。
   
其實近來吵得沸沸揚揚的，什麼「行政失靈、超徵稅收」，我在這邊做一個簡單的說明。「超徵」其實指的並不是政府多收了人民的錢，而是「預估」跟「實際」上出現的落差。而這些多出來的稅金，必須依「預算法」規定納入國庫統籌運用，以減少舉債、增加還本或累計賸餘。所以，目前這筆資金，依照程序上來說必須要有法源依據，必須要有更謹慎的配套方案方能執行。因為茲事體大，為求謹慎，目前正在交付相關委員會進行實質審查。希望今明兩天就能審查完畢，並在後天1/19能夠表決後三讀通過。
   
身為資深(兩屆)的菜鳥立委(嗚嗚，我上一屆只有1年3個月)，沒想到一回來就遇到這麼緊湊的節奏考驗我。後天1/19，一一二年度中央政府總預算案也將進行院會表決，攸關於整個國家的運作，終於即將一錘定音。希望在各立院同仁的努力下，能讓大家迎接美好兔年！讓大家新年快樂！

p.s.當選證書兩張都是遞補，這也是創了中華民國的歷史了阿","['普發現金', '全民普發']",POSITIVE
